DUBINS
(437.990727, 321.215321, 16.088826)
(438.397894, 320.925122, 16.118778)
(438.805061, 320.634923, 16.148731)
(439.212228, 320.344725, 16.178683)
(439.619395, 320.054526, 16.208635)
(440.026561, 319.764328, 16.238588)
(440.433728, 319.474129, 16.26854)
(440.840895, 319.183931, 16.298493)
(441.248062, 318.893732, 16.328445)
(441.655229, 318.603534, 16.358397)
(442.062395, 318.313335, 16.38835)
(442.469562, 318.023136, 16.418302)
(442.876729, 317.732938, 16.448255)
(443.283896, 317.442739, 16.478207)
(443.691063, 317.152541, 16.508159)
(444.098229, 316.862342, 16.538112)
(444.505396, 316.572144, 16.568064)
(444.912563, 316.281945, 16.598016)
(445.31973, 315.991747, 16.627969)
(445.726896, 315.701548, 16.657921)
(446.134063, 315.411349, 16.687874)
(446.54123, 315.121151, 16.717826)
(446.948397, 314.830952, 16.747778)
(447.355564, 314.540754, 16.777731)
(447.76273, 314.250555, 16.807683)
(448.169897, 313.960357, 16.837635)
(448.577064, 313.670158, 16.867588)
(448.984231, 313.379959, 16.89754)
(449.391398, 313.089761, 16.927493)
(449.798564, 312.799562, 16.957445)
(450.205731, 312.509364, 16.987397)
(450.612898, 312.219165, 17.01735)
(451.020065, 311.928967, 17.047302)
(451.427232, 311.638768, 17.077255)
(451.834398, 311.34857, 17.107207)
(452.241565, 311.058371, 17.137159)
(452.648732, 310.768172, 17.167112)
(453.055899, 310.477974, 17.197064)
(453.463065, 310.187775, 17.227016)
(453.870232, 309.897577, 17.256969)
(454.277399, 309.607378, 17.286921)
(454.684566, 309.31718, 17.316874)
(455.091733, 309.026981, 17.346826)
(455.498899, 308.736783, 17.376778)
(455.906066, 308.446584, 17.406731)
(456.313233, 308.156385, 17.436683)
(456.7204, 307.866187, 17.466636)
(457.127567, 307.575988, 17.496588)
(457.534733, 307.28579, 17.52654)
(457.9419, 306.995591, 17.556493)
(458.349067, 306.705393, 17.586445)
(458.756234, 306.415194, 17.616397)
(459.163401, 306.124995, 17.64635)
(459.570567, 305.834797, 17.676302)
(459.977734, 305.544598, 17.706255)
(460.384901, 305.2544, 17.736207)
(460.792068, 304.964201, 17.766159)
(461.199235, 304.674003, 17.796112)
(461.606401, 304.383804, 17.826064)
(462.013568, 304.093606, 17.856016)
(462.420735, 303.803407, 17.885969)
